INCD_NO,INCD_START,INCD_END,FIRE_NAME,FIRE_AR_HA,FIRE_TYPE,IGN_DATE,IGN_SEASON,IGN_CAUSE1,IGN_CAUSE2,SHAPE_AREA,SHAPE_LEN,AREA_PERC,INCD_START2,INCD_END2
202,"""1998-11-04T00:00:00.000Z""","""1998-11-06T00:00:00.000Z""",Cripps Creek,21.71244481,Bushfire,"""1998-11-04T00:00:00.000Z""",19981999,Undetermined,Other,217124.4481,1825.283519,0.002129941,1998-11-04T00:00:00.000Z,1998-11-06T00:00:00.000Z
6,"""1998-11-04T00:00:00.000Z""","""1998-11-06T00:00:00.000Z""",Snake Ck GL212C (FT),30.54785181,Bushfire,"""1998-11-04T00:00:00.000Z""",19981999,Deliberate,Arson,305478.5181,2417.023028,0.002996673,1998-11-04T00:00:00.000Z,1998-11-06T00:00:00.000Z
1603,"""1998-11-11T00:00:00.000Z""","""1998-11-11T00:00:00.000Z""",Denmans Cove,14.40989729,Bushfire,"""1998-11-10T00:00:00.000Z""",19981999,Deliberate,Arson,144098.9729,1524.510352,0.001413578,1998-11-11T00:00:00.000Z,1998-11-11T00:00:00.000Z
204,"""1998-11-10T00:00:00.000Z""","""1998-11-12T00:00:00.000Z""",Buckland (FT),18.26416179,Bushfire,"""1998-11-10T00:00:00.000Z""",19981999,Undetermined,Unknown,182641.6179,1860.437318,0.001791672,1998-11-10T00:00:00.000Z,1998-11-12T00:00:00.000Z
203,"""1998-11-09T00:00:00.000Z""","""1998-11-12T00:00:00.000Z""",Hungry Flat (FT),28.91300982,Bushfire,"""1998-11-09T00:00:00.000Z""",19981999,Accidental,Escape,289130.0982,2871.95038,0.002836299,1998-11-09T00:00:00.000Z,1998-11-12T00:00:00.000Z
207,"""1998-12-06T00:00:00.000Z""","""1998-12-08T00:00:00.000Z""",Dawsons Road (FT),5.2546953,Bushfire,"""1998-12-06T00:00:00.000Z""",19981999,Undetermined,Unknown,52546.95302,889.6129114,0.000515473,1998-12-06T00:00:00.000Z,1998-12-08T00:00:00.000Z
208,"""1998-12-10T00:00:00.000Z""","""1998-12-12T00:00:00.000Z""",Wentworth 30,0.12502177,Bushfire,"""1998-12-10T00:00:00.000Z""",19981999,Undetermined,Other,1250.217728,125.4873599,1.23E-05,1998-12-10T00:00:00.000Z,1998-12-12T00:00:00.000Z
307,"""1998-12-10T00:00:00.000Z""","""1998-12-15T00:00:00.000Z""",Colonels Hills (FT),90.88433676,Bushfire,"""1998-12-10T00:00:00.000Z""",19981999,Undetermined,Unknown,908843.3676,5609.506609,0.008915543,1998-12-10T00:00:00.000Z,1998-12-15T00:00:00.000Z
210,"""1998-12-26T00:00:00.000Z""","""1998-12-27T00:00:00.000Z""",Lanes Tier (FT),1.32559572,Bushfire,"""1998-12-26T00:00:00.000Z""",19981999,Natural,Lightning,13255.95719,408.2878861,0.000130038,1998-12-26T00:00:00.000Z,1998-12-27T00:00:00.000Z
212,"""1998-12-26T00:00:00.000Z""","""1998-12-30T00:00:00.000Z""",BD 046A,18.33966982,Bushfire,"""1998-12-26T00:00:00.000Z""",19981999,Deliberate,Arson,183396.6982,1701.730938,0.001799079,1998-12-26T00:00:00.000Z,1998-12-30T00:00:00.000Z
211,"""1998-12-25T00:00:00.000Z""","""1999-01-06T00:00:00.000Z""",BD 042,91.29256663,Bushfire,"""1998-12-25T00:00:00.000Z""",19981999,Deliberate,Arson,912925.6663,4239.328901,0.008955589,1998-12-25T00:00:00.000Z,1999-01-06T00:00:00.000Z
213,"""1999-01-08T00:00:00.000Z""","""1999-01-09T00:00:00.000Z""",Nive Hill (FT),2.0118503,Bushfire,"""1999-01-08T00:00:00.000Z""",19981999,Deliberate,Arson,20118.50301,503.1472427,0.000197358,1999-01-08T00:00:00.000Z,1999-01-09T00:00:00.000Z
209,"""1998-12-25T00:00:00.000Z""","""1999-01-09T00:00:00.000Z""",Bradys 29 (FT),319.9002363,Bushfire,"""1998-12-25T00:00:00.000Z""",19981999,Natural,Lightning,3199002.363,10897.38958,0.031381472,1998-12-25T00:00:00.000Z,1999-01-09T00:00:00.000Z
214,"""1999-01-25T00:00:00.000Z""","""1999-01-28T00:00:00.000Z""",B Station (FT),2.26760791,Bushfire,"""1999-01-25T00:00:00.000Z""",19981999,Deliberate,Arson,22676.07914,533.993827,0.000222447,1999-01-25T00:00:00.000Z,1999-01-28T00:00:00.000Z
216,"""1999-01-31T00:00:00.000Z""","""1999-01-31T00:00:00.000Z""",Sawfords Hill,0.1252717,Bushfire,"""1999-01-31T00:00:00.000Z""",19981999,Deliberate,Arson,1252.716978,125.6120371,1.23E-05,1999-01-31T00:00:00.000Z,1999-01-31T00:00:00.000Z
217,"""1999-02-01T00:00:00.000Z""","""1999-02-02T00:00:00.000Z""","B Station ""2""",0.53705367,Bushfire,"""1999-02-01T00:00:00.000Z""",19981999,Deliberate,Arson,5370.536658,273.9686773,5.27E-05,1999-02-01T00:00:00.000Z,1999-02-02T00:00:00.000Z
215,"""1999-01-26T00:00:00.000Z""","""1999-02-04T00:00:00.000Z""",Robinsons Creek (FT),38.21529877,Bushfire,"""1999-01-26T00:00:00.000Z""",19981999,Deliberate,Arson,382152.9877,2651.816451,0.003748832,1999-01-26T00:00:00.000Z,1999-02-04T00:00:00.000Z
12,"""1999-02-09T00:00:00.000Z""","""1999-02-13T00:00:00.000Z""",Glennons JV146A (FT),13.319792,Bushfire,"""1999-02-09T00:00:00.000Z""",19981999,Deliberate,Arson,133197.92,1791.484108,0.001306641,1999-02-09T00:00:00.000Z,1999-02-13T00:00:00.000Z
KR26,"""1999-03-01T00:00:00.000Z""","""1999-03-01T00:00:00.000Z""",Historical FH KR26,3.63081417,Planned Burn,"""1999-03-01T00:00:00.000Z""",19981999,Planned Burn,Planned burn,36308.14166,863.8790735,0.000356174,1999-03-01T00:00:00.000Z,1999-03-01T00:00:00.000Z
312,"""1999-02-28T00:00:00.000Z""","""1999-03-02T00:00:00.000Z""",SH086A Stag Hill (FT),1.07592518,Bushfire,"""1999-02-28T00:00:00.000Z""",19981999,Deliberate,Arson,10759.25178,375.1390047,0.000105546,1999-02-28T00:00:00.000Z,1999-03-02T00:00:00.000Z
13,"""1999-03-02T00:00:00.000Z""","""1999-03-07T00:00:00.000Z""",Devil's Creek (FT),28.2482427,Bushfire,"""1999-03-02T00:00:00.000Z""",19981999,Undetermined,Unknown,282482.427,2277.709807,0.002771087,1999-03-02T00:00:00.000Z,1999-03-07T00:00:00.000Z
14,"""1999-03-04T00:00:00.000Z""","""1999-03-11T00:00:00.000Z""",Barlows Creek (FT),567.6978054,Bushfire,"""1999-03-04T00:00:00.000Z""",19981999,Deliberate,Arson,5676978.054,10095.18468,0.055689839,1999-03-04T00:00:00.000Z,1999-03-11T00:00:00.000Z
203,"""1999-09-28T00:00:00.000Z""","""1999-09-30T00:00:00.000Z""",Bashams Road (FT),1.09733001,Bushfire,"""1999-09-28T00:00:00.000Z""",19992000,Accidental,Escape,10973.30007,568.9697445,0.000107646,1999-09-28T00:00:00.000Z,1999-09-30T00:00:00.000Z
202,"""1999-09-28T00:00:00.000Z""","""1999-10-11T00:00:00.000Z""",Handsome Cave (FT),37.47953115,Bushfire,"""1999-09-28T00:00:00.000Z""",19992000,Undetermined,Other,374795.3115,2815.62923,0.003676655,1999-09-28T00:00:00.000Z,1999-10-11T00:00:00.000Z
204,"""1999-10-28T00:00:00.000Z""","""1999-10-28T00:00:00.000Z""",W. Big Pep Hill (FT),4.12710513,Bushfire,"""1999-10-28T00:00:00.000Z""",19992000,Undetermined,Other,41271.05133,1090.237332,0.000404859,1999-10-28T00:00:00.000Z,1999-10-28T00:00:00.000Z
201,"""1999-09-28T00:00:00.000Z""","""1999-10-30T00:00:00.000Z""",Father of Marshes (FT),3.14107776,Bushfire,"""1999-09-28T00:00:00.000Z""",19992000,Undetermined,Other,31410.77759,628.2907666,0.000308132,1999-09-28T00:00:00.000Z,1999-10-30T00:00:00.000Z
2,"""1999-11-01T00:00:00.000Z""","""1999-11-07T00:00:00.000Z""",Jensens Rd PA142C (FT),287.2260045,Bushfire,"""1999-11-01T00:00:00.000Z""",19992000,Deliberate,Arson,2872260.045,8431.595633,0.028176205,1999-11-01T00:00:00.000Z,1999-11-07T00:00:00.000Z
205,"""1999-11-04T00:00:00.000Z""","""1999-11-11T00:00:00.000Z""",14 Mile Rd Heaps,0.52303242,Bushfire,"""1999-11-04T00:00:00.000Z""",19992000,Deliberate,Arson,5230.324168,256.413938,5.13E-05,1999-11-04T00:00:00.000Z,1999-11-11T00:00:00.000Z
206,"""1999-12-23T00:00:00.000Z""","""1999-12-24T00:00:00.000Z""",FLAT ROCK LOOK OUT,1.64066642,Bushfire,"""1999-12-23T00:00:00.000Z""",19992000,Undetermined,Other,16406.66421,454.1769829,0.000160946,1999-12-23T00:00:00.000Z,1999-12-24T00:00:00.000Z
207,"""1999-12-23T00:00:00.000Z""","""1999-12-24T00:00:00.000Z""",Island Hill (FT),10.57923467,Bushfire,"""1999-12-23T00:00:00.000Z""",19992000,Undetermined,Other,105792.3467,1568.733122,0.001037798,1999-12-23T00:00:00.000Z,1999-12-24T00:00:00.000Z
,"""2000-01-01T00:00:00.000Z""","""2000-01-01T00:00:00.000Z""",Fire history,1.33139131,Bushfire,"""2000-01-01T00:00:00.000Z""",19992000,Undetermined,Unknown,13313.9131,422.2727101,0.000130606,2000-01-01T00:00:00.000Z,2000-01-01T00:00:00.000Z
208,"""2000-01-01T00:00:00.000Z""","""2000-01-02T00:00:00.000Z""",Cramps Bay (FT),4.58860596,Bushfire,"""2000-01-01T00:00:00.000Z""",19992000,Deliberate,Arson,45886.05955,759.3797054,0.000450132,2000-01-01T00:00:00.000Z,2000-01-02T00:00:00.000Z
212,"""2000-01-15T00:00:00.000Z""","""2000-01-20T00:00:00.000Z""",Petmans Road,1.01956761,Bushfire,"""2000-01-15T00:00:00.000Z""",19992000,Deliberate,Arson,10195.67606,390.7528437,0.000100017,2000-01-15T00:00:00.000Z,2000-01-20T00:00:00.000Z
213,"""2000-01-20T00:00:00.000Z""","""2000-01-22T00:00:00.000Z""",Hobgoblin,35.77422774,Bushfire,"""2000-01-20T00:00:00.000Z""",19992000,Deliberate,Arson,357742.2774,3157.112644,0.003509369,2000-01-20T00:00:00.000Z,2000-01-22T00:00:00.000Z
214,"""2000-01-30T00:00:00.000Z""","""2000-01-31T00:00:00.000Z""",Rapleys Rd Fire,0.19001109,Bushfire,"""2000-01-30T00:00:00.000Z""",19992000,Deliberate,Arson,1900.110921,154.5757864,1.86E-05,2000-01-30T00:00:00.000Z,2000-01-31T00:00:00.000Z
217,"""2000-02-15T00:00:00.000Z""","""2000-02-16T00:00:00.000Z""",Tyenna 40,0.12492924,Bushfire,"""2000-02-15T00:00:00.000Z""",19992000,Undetermined,Other,1249.292363,125.4556899,1.23E-05,2000-02-15T00:00:00.000Z,2000-02-16T00:00:00.000Z
220,"""2000-03-02T00:00:00.000Z""","""2000-03-02T00:00:00.000Z""",Flat Rock 4,1.08518413,Bushfire,"""2000-03-02T00:00:00.000Z""",19992000,Undetermined,Other,10851.8413,369.3570793,0.000106454,2000-03-02T00:00:00.000Z,2000-03-02T00:00:00.000Z
219,"""2000-02-18T00:00:00.000Z""","""2000-03-03T00:00:00.000Z""",Wentworth 52 (FT),165.9745118,Bushfire,"""2000-02-18T00:00:00.000Z""",19992000,Undetermined,Other,1659745.118,5883.127116,0.016281715,2000-02-18T00:00:00.000Z,2000-03-03T00:00:00.000Z
407,"""2000-02-02T00:00:00.000Z""","""2000-03-05T00:00:00.000Z""",Bermuda (FT),1874.846394,Bushfire,"""2000-02-02T00:00:00.000Z""",19992000,Undetermined,Other,18748463.94,29593.89051,0.183918085,2000-02-02T00:00:00.000Z,2000-03-05T00:00:00.000Z
221,"""2000-03-09T00:00:00.000Z""","""2000-03-14T00:00:00.000Z""",Forestier 008E (FT),14.39641038,Bushfire,"""2000-03-09T00:00:00.000Z""",19992000,Undetermined,Other,143964.1038,1404.195398,0.001412254,2000-03-09T00:00:00.000Z,2000-03-14T00:00:00.000Z
39,"""2000-03-30T00:00:00.000Z""","""2000-07-20T00:00:00.000Z""",Royal George,21.91157228,Bushfire,"""2000-03-30T00:00:00.000Z""",19992000,Accidental,Escape,219115.7228,1921.01449,0.002149474,2000-03-30T00:00:00.000Z,2000-07-20T00:00:00.000Z
,"""2000-10-06T00:00:00.000Z""","""2000-10-06T00:00:00.000Z""",FRBU Pithouse Plains,492.1330414,Planned Burn,"""2000-10-06T00:00:00.000Z""",20002001,Planned Burn,Planned burn,4921330.414,23117.97665,0.04827711,2000-10-06T00:00:00.000Z,2000-10-06T00:00:00.000Z
,"""2000-10-06T00:00:00.000Z""","""2000-10-06T00:00:00.000Z""",FRBU Dempster Plains West,2030.184363,Planned Burn,"""2000-10-06T00:00:00.000Z""",20002001,Planned Burn,Planned burn,20301843.63,35512.89257,0.199156379,2000-10-06T00:00:00.000Z,2000-10-06T00:00:00.000Z
3,"""2000-01-05T00:00:00.000Z""","""2000-10-08T00:00:00.000Z""",Grants Creek MN010A (FT),10.10969646,Bushfire,"""2000-01-05T00:00:00.000Z""",19992000,Accidental,Escape,101096.9646,1446.700552,0.000991738,2000-01-05T00:00:00.000Z,2000-10-08T00:00:00.000Z
Unknown,"""2000-10-15T00:00:00.000Z""","""2000-10-15T00:00:00.000Z""",Vale of Belvoir 2000,46.26725637,Planned Burn,"""2000-10-15T00:00:00.000Z""",20002001,Planned Burn,Planned burn,462672.5637,4415.493601,0.004538711,2000-10-15T00:00:00.000Z,2000-10-15T00:00:00.000Z
9,"""2000-11-26T00:00:00.000Z""","""2000-11-26T00:00:00.000Z""",Turquoise Bluff (FT),81.50031221,Bushfire,"""2000-11-26T00:00:00.000Z""",20002001,Deliberate,Arson,815003.1221,4229.348941,0.007994992,2000-11-26T00:00:00.000Z,2000-11-26T00:00:00.000Z
200,"""2000-11-29T00:00:00.000Z""","""2000-11-29T00:00:00.000Z""",Laughing Jack Dam,0.86740617,Bushfire,"""2000-11-29T00:00:00.000Z""",20002001,Undetermined,Other,8674.06171,336.7951284,8.51E-05,2000-11-29T00:00:00.000Z,2000-11-29T00:00:00.000Z
202,"""2000-12-04T00:00:00.000Z""","""2000-12-05T00:00:00.000Z""",Father of Marshes (FT),2.32918862,Bushfire,"""2000-12-04T00:00:00.000Z""",20002001,Accidental,Escape,23291.88615,674.0714821,0.000228488,2000-12-04T00:00:00.000Z,2000-12-05T00:00:00.000Z
16,"""2000-12-04T00:00:00.000Z""","""2000-12-06T00:00:00.000Z""",Rossarden (FT),132.717618,Bushfire,"""2000-12-04T00:00:00.000Z""",20002001,Deliberate,Arson,1327176.18,6239.823951,0.013019291,2000-12-04T00:00:00.000Z,2000-12-06T00:00:00.000Z
201,"""2000-12-03T00:00:00.000Z""","""2000-12-08T00:00:00.000Z""",Den Hill (FT),38.32080533,Bushfire,"""2000-12-03T00:00:00.000Z""",20002001,Undetermined,Other,383208.0533,3177.867303,0.003759182,2000-12-03T00:00:00.000Z,2000-12-08T00:00:00.000Z
18,"""2000-12-10T00:00:00.000Z""","""2000-12-10T00:00:00.000Z""",Delvin (FT),8.57237482,Bushfire,"""2000-12-10T00:00:00.000Z""",20002001,Deliberate,Arson,85723.74817,1186.17777,0.00084093,2000-12-10T00:00:00.000Z,2000-12-10T00:00:00.000Z
19,"""2000-12-12T00:00:00.000Z""","""2000-12-13T00:00:00.000Z""",Banca Road (FT),25.87562994,Bushfire,"""2000-12-12T00:00:00.000Z""",20002001,Deliberate,Arson,258756.2994,2830.836074,0.002538339,2000-12-12T00:00:00.000Z,2000-12-13T00:00:00.000Z
204,"""2000-12-15T00:00:00.000Z""","""2000-12-15T00:00:00.000Z""",Cleveland (FT),1.05672174,Bushfire,"""2000-12-15T00:00:00.000Z""",20002001,Undetermined,Other,10567.21738,378.0112083,0.000103662,2000-12-15T00:00:00.000Z,2000-12-15T00:00:00.000Z
205,"""2000-12-21T00:00:00.000Z""","""2000-12-22T00:00:00.000Z""",Nive Hill (FT),2.02431525,Bushfire,"""2000-12-21T00:00:00.000Z""",20002001,Deliberate,Arson,20243.15249,512.6662864,0.000198581,2000-12-21T00:00:00.000Z,2000-12-22T00:00:00.000Z
206,"""2001-01-02T00:00:00.000Z""","""2001-01-03T00:00:00.000Z""",Mt Hobbs (FT),1.76999661,Bushfire,"""2001-01-02T00:00:00.000Z""",20002001,Natural,Lightning,17699.9661,489.2297354,0.000173633,2001-01-02T00:00:00.000Z,2001-01-03T00:00:00.000Z
207,"""2001-01-10T00:00:00.000Z""","""2001-01-10T00:00:00.000Z""",BD026,0.60759736,Bushfire,"""2001-01-10T00:00:00.000Z""",20002001,Undetermined,Other,6075.973565,290.0859713,5.96E-05,2001-01-10T00:00:00.000Z,2001-01-10T00:00:00.000Z
209,"""2001-01-10T00:00:00.000Z""","""2001-01-10T00:00:00.000Z""",Dee Shacks (FT),2.86123452,Bushfire,"""2001-01-10T00:00:00.000Z""",20002001,Undetermined,Other,28612.34525,808.1950882,0.00028068,2001-01-10T00:00:00.000Z,2001-01-10T00:00:00.000Z
208,"""2001-01-10T00:00:00.000Z""","""2001-01-11T00:00:00.000Z""",KENMORE CREEK,0.73202289,Bushfire,"""2001-01-10T00:00:00.000Z""",20002001,Undetermined,Other,7320.228947,315.8011125,7.18E-05,2001-01-10T00:00:00.000Z,2001-01-11T00:00:00.000Z
211,"""2001-01-14T00:00:00.000Z""","""2001-01-15T00:00:00.000Z""",Styx Road No 1,0.32206123,Bushfire,"""2001-01-14T00:00:00.000Z""",20002001,Natural,Lightning,3220.61231,212.9344802,3.16E-05,2001-01-14T00:00:00.000Z,2001-01-15T00:00:00.000Z
203,"""2000-12-04T00:00:00.000Z""","""2001-01-18T00:00:00.000Z""",TN040A (FT),65.79223133,Bushfire,"""2000-12-04T00:00:00.000Z""",20002001,Undetermined,Other,657922.3133,3282.080296,0.006454065,2000-12-04T00:00:00.000Z,2001-01-18T00:00:00.000Z
23,"""2001-01-29T00:00:00.000Z""","""2001-02-05T00:00:00.000Z""",North Scottsdale (FT),448.5788399,Bushfire,"""2001-01-29T00:00:00.000Z""",20002001,Deliberate,Arson,4485788.399,10803.82754,0.044004544,2001-01-29T00:00:00.000Z,2001-02-05T00:00:00.000Z
221,"""2001-02-09T00:00:00.000Z""","""2001-02-09T00:00:00.000Z""",Wherrett's Lookout (FT),1.01214048,Bushfire,"""2001-02-09T00:00:00.000Z""",20002001,Natural,Lightning,10121.40483,370.0134385,9.93E-05,2001-02-09T00:00:00.000Z,2001-02-09T00:00:00.000Z
217,"""2001-02-10T00:00:00.000Z""","""2001-02-10T00:00:00.000Z""",Lake Leake (FT),1.56751895,Bushfire,"""2001-02-10T00:00:00.000Z""",20002001,Undetermined,Other,15675.18954,585.5154796,0.00015377,2001-02-10T00:00:00.000Z,2001-02-10T00:00:00.000Z
512,"""2001-02-10T00:00:00.000Z""","""2001-02-10T00:00:00.000Z""",Walkers Plantation,15.3696671,Bushfire,"""2001-02-10T00:00:00.000Z""",20002001,Accidental,Accident,153696.671,4323.412556,0.001507729,2001-02-10T00:00:00.000Z,2001-02-10T00:00:00.000Z
215,"""2001-02-06T00:00:00.000Z""","""2001-02-12T00:00:00.000Z""",Echo 36D (FT),45.24175926,Bushfire,"""2001-02-06T00:00:00.000Z""",20002001,Undetermined,Other,452417.5926,2988.132553,0.004438112,2001-02-06T00:00:00.000Z,2001-02-12T00:00:00.000Z
218,"""2001-02-11T00:00:00.000Z""","""2001-02-13T00:00:00.000Z""",Dawsons Hill (FT),16.3320825,Bushfire,"""2001-02-11T00:00:00.000Z""",20002001,Undetermined,Other,163320.825,1997.795348,0.001602139,2001-02-11T00:00:00.000Z,2001-02-13T00:00:00.000Z
223,"""2001-02-19T00:00:00.000Z""","""2001-02-19T00:00:00.000Z""",Long Marsh Road (FT),1.700134,Bushfire,"""2001-02-19T00:00:00.000Z""",20002001,Deliberate,Arson,17001.34001,482.8790883,0.000166779,2001-02-19T00:00:00.000Z,2001-02-19T00:00:00.000Z
222,"""2001-02-18T00:00:00.000Z""","""2001-02-19T00:00:00.000Z""",Bronte (FT),32.66952625,Bushfire,"""2001-02-18T00:00:00.000Z""",20002001,Undetermined,Other,326695.2625,3093.926804,0.003204805,2001-02-18T00:00:00.000Z,2001-02-19T00:00:00.000Z
219,"""2001-02-13T00:00:00.000Z""","""2001-02-21T00:00:00.000Z""",FT013D,44.43034173,Bushfire,"""2001-02-13T00:00:00.000Z""",20002001,Deliberate,Arson,444303.4173,2694.938058,0.004358514,2001-02-13T00:00:00.000Z,2001-02-21T00:00:00.000Z
224,"""2001-02-26T00:00:00.000Z""","""2001-03-01T00:00:00.000Z""",Hill Crest,30.15548306,Bushfire,"""2001-02-26T00:00:00.000Z""",20002001,Accidental,Accident,301554.8306,2634.297671,0.002958183,2001-02-26T00:00:00.000Z,2001-03-01T00:00:00.000Z
,"""2001-03-01T00:00:00.000Z""","""2001-03-01T00:00:00.000Z""",Fire history,83.13459355,Bushfire,"""2001-03-01T00:00:00.000Z""",20002001,Undetermined,Unknown,831345.9355,4290.004805,0.008155311,2001-03-01T00:00:00.000Z,2001-03-01T00:00:00.000Z
226,"""2001-03-02T00:00:00.000Z""","""2001-03-06T00:00:00.000Z""",CO007D,0.39884382,Bushfire,"""2001-03-02T00:00:00.000Z""",20002001,Undetermined,Other,3988.438248,316.2330422,3.91E-05,2001-03-02T00:00:00.000Z,2001-03-06T00:00:00.000Z
227,"""2001-03-03T00:00:00.000Z""","""2001-03-06T00:00:00.000Z""",Bakers Tier (FT),5.49200363,Bushfire,"""2001-03-03T00:00:00.000Z""",20002001,Undetermined,Other,54920.03627,988.5198309,0.000538753,2001-03-03T00:00:00.000Z,2001-03-06T00:00:00.000Z
231,"""2001-03-16T00:00:00.000Z""","""2001-03-18T00:00:00.000Z""",Bens Marsh (FT),1.62137164,Bushfire,"""2001-03-16T00:00:00.000Z""",20002001,Undetermined,Other,16213.71641,517.1149505,0.000159053,2001-03-16T00:00:00.000Z,2001-03-18T00:00:00.000Z
228,"""2001-04-04T00:00:00.000Z""","""2001-04-06T00:00:00.000Z""",FT002,0.50790802,Bushfire,"""2001-04-04T00:00:00.000Z""",20002001,Undetermined,Other,5079.080194,335.4273902,4.98E-05,2001-04-04T00:00:00.000Z,2001-04-06T00:00:00.000Z
229,"""2001-04-07T00:00:00.000Z""","""2001-04-08T00:00:00.000Z""",Yearsley Rd (FT),2.0337757,Bushfire,"""2001-04-07T00:00:00.000Z""",20002001,Undetermined,Other,20337.757,533.1719746,0.000199509,2001-04-07T00:00:00.000Z,2001-04-08T00:00:00.000Z
33,"""2001-04-04T00:00:00.000Z""","""2001-04-09T00:00:00.000Z""",Kennel Hill (FT),363.8590141,Bushfire,"""2001-04-04T00:00:00.000Z""",20002001,Deliberate,Arson,3638590.141,8029.992634,0.035693726,2001-04-04T00:00:00.000Z,2001-04-09T00:00:00.000Z
230,"""2001-04-09T00:00:00.000Z""","""2001-04-10T00:00:00.000Z""",New Country Marsh (FT),5.50245698,Bushfire,"""2001-04-09T00:00:00.000Z""",20002001,Undetermined,Other,55024.56977,1833.990255,0.000539778,2001-04-09T00:00:00.000Z,2001-04-10T00:00:00.000Z
,"""2001-09-27T00:00:00.000Z""","""2001-09-27T00:00:00.000Z""",FRBU Cunninghams Plain,118.9039981,Planned Burn,"""2001-09-27T00:00:00.000Z""",20012002,Planned Burn,Planned burn,1189039.981,11011.20366,0.011664207,2001-09-27T00:00:00.000Z,2001-09-27T00:00:00.000Z
,"""2001-09-27T00:00:00.000Z""","""2001-09-27T00:00:00.000Z""",FRBU Meryanna Plain,202.8375822,Planned Burn,"""2001-09-27T00:00:00.000Z""",20012002,Planned Burn,Planned burn,2028375.822,26255.38337,0.019897897,2001-09-27T00:00:00.000Z,2001-09-27T00:00:00.000Z
,"""2001-09-27T00:00:00.000Z""","""2001-09-27T00:00:00.000Z""",FRBU Frankland Plain North,988.7296617,Planned Burn,"""2001-09-27T00:00:00.000Z""",20012002,Planned Burn,Planned burn,9887296.617,61062.06893,0.096992088,2001-09-27T00:00:00.000Z,2001-09-27T00:00:00.000Z
,"""2001-09-27T00:00:00.000Z""","""2001-09-27T00:00:00.000Z""",FRBU Dempster Plains South,2217.096114,Planned Burn,"""2001-09-27T00:00:00.000Z""",20012002,Planned Burn,Planned burn,22170961.14,36353.28227,0.217491989,2001-09-27T00:00:00.000Z,2001-09-27T00:00:00.000Z
200,"""2001-09-29T00:00:00.000Z""","""2001-10-03T00:00:00.000Z""",Lanes Tier,0.78151477,Bushfire,"""2001-09-29T00:00:00.000Z""",20012002,Undetermined,Other,7815.147673,313.7806302,7.67E-05,2001-09-29T00:00:00.000Z,2001-10-03T00:00:00.000Z
,"""2001-10-03T00:00:00.000Z""","""2001-10-03T00:00:00.000Z""",FRBU Lawsons Plains,714.2677487,Planned Burn,"""2001-10-03T00:00:00.000Z""",20012002,Planned Burn,Planned burn,7142677.487,39998.57987,0.07006801,2001-10-03T00:00:00.000Z,2001-10-03T00:00:00.000Z
202,"""2001-11-11T00:00:00.000Z""","""2001-11-12T00:00:00.000Z""",Swanport 117,0.28133984,Bushfire,"""2001-11-11T00:00:00.000Z""",20012002,Accidental,Accident,2813.39844,188.267323,2.76E-05,2001-11-11T00:00:00.000Z,2001-11-12T00:00:00.000Z
1500,"""2001-10-11T00:00:00.000Z""","""2001-12-20T00:00:00.000Z""",Wedge Inlet,667.2256428,Bushfire,"""2001-10-11T00:00:00.000Z""",20012002,Accidental,Escape,6672256.428,27808.88859,0.065453289,2001-10-11T00:00:00.000Z,2001-12-20T00:00:00.000Z
203,"""2002-01-24T00:00:00.000Z""","""2002-01-25T00:00:00.000Z""",Wedge 031D,0.82359824,Bushfire,"""2002-01-24T00:00:00.000Z""",20012002,Deliberate,Arson,8235.982415,347.7140528,8.08E-05,2002-01-24T00:00:00.000Z,2002-01-25T00:00:00.000Z
KR02,"""2002-03-01T00:00:00.000Z""","""2002-03-01T00:00:00.000Z""",Historical FH KR02,3.25465638,Planned Burn,"""2002-03-01T00:00:00.000Z""",20012002,Planned Burn,Planned burn,32546.56379,937.6098531,0.000319274,2002-03-01T00:00:00.000Z,2002-03-01T00:00:00.000Z
204,"""2002-03-11T00:00:00.000Z""","""2002-03-13T00:00:00.000Z""",Camp Road,11.22760387,Bushfire,"""2002-03-11T00:00:00.000Z""",20012002,Undetermined,Other,112276.0387,1589.207443,0.001101402,2002-03-11T00:00:00.000Z,2002-03-13T00:00:00.000Z
205,"""2002-04-11T00:00:00.000Z""","""2002-04-14T00:00:00.000Z""",TA016A,8.01536076,Bushfire,"""2002-04-11T00:00:00.000Z""",20012002,Accidental,Escape,80153.60763,2211.347035,0.000786288,2002-04-11T00:00:00.000Z,2002-04-14T00:00:00.000Z
1,"""2002-08-28T00:00:00.000Z""","""2002-08-29T00:00:00.000Z""",Avenue Rd Nicholas,1.98942317,Bushfire,"""2002-08-28T00:00:00.000Z""",20022003,Deliberate,Arson,19894.23169,500.6344409,0.000195158,2002-08-28T00:00:00.000Z,2002-08-29T00:00:00.000Z
2,"""2002-09-10T00:00:00.000Z""","""2002-09-10T00:00:00.000Z""",Elephant Pass 1,0.2781509,Bushfire,"""2002-09-10T00:00:00.000Z""",20022003,Deliberate,Arson,2781.508951,258.3789512,2.73E-05,2002-09-10T00:00:00.000Z,2002-09-10T00:00:00.000Z
1600,"""2002-09-15T00:00:00.000Z""","""2002-09-18T00:00:00.000Z""",Hardys Hill (FT),18.17389549,Bushfire,"""2002-09-15T00:00:00.000Z""",20022003,Undetermined,Unknown,181738.9549,2850.671336,0.001782817,2002-09-15T00:00:00.000Z,2002-09-18T00:00:00.000Z
