INCD_NO,INCD_START,INCD_END,FIRE_NAME,FIRE_AR_HA,FIRE_TYPE,IGN_DATE,IGN_SEASON,IGN_CAUSE1,IGN_CAUSE2,SEVERITY,COMMENTS,SHAPE_AREA,SHAPE_LEN
107451,2004/12/19 00:00:00+00,2005/01/01 00:00:00+00,Long Marsh Road (FT),3.08743916,Bushfire,2004/12/19 00:00:00+00,20042005,Natural,Lightning,,,30874.3915984,696.44435225
118514,2006/01/13 00:00:00+00,2006/01/14 00:00:00+00,Shelly Point,4.57569802,Bushfire,2006/01/13 00:00:00+00,20052006,Deliberate,Arson,,,45756.9801631,1231.57469698
124128,2006/07/10 00:00:00+00,2006/07/10 00:00:00+00,Clifton Beach,0.10086143,Bushfire,2006/07/10 00:00:00+00,20062007,Deliberate,Arson,,,1008.61433478,137.19713935
154385,2009/01/13 00:00:00+00,2009/01/13 00:00:00+00,Mt Saddleback (FT),203.60801821,Bushfire,2009/01/13 00:00:00+00,20082009,Undetermined,Other,,,2036080.1821,6424.04629612
463338,2009/01/14 00:00:00+00,2009/01/14 00:00:00+00,Kingsclere Rd Fire (FT),18.23846998,Bushfire,2009/01/14 00:00:00+00,20082009,Undetermined,Undetermined cause,,,182384.69981,2716.58162504
154433,2009/01/14 00:00:00+00,2009/01/29 00:00:00+00,Newhaven Road (FT),29.83309647,Bushfire,2009/01/15 00:00:00+00,20082009,Accidental,Escape,,,298330.964662,2907.64169393
154598,2009/01/17 00:00:00+00,2009/01/27 00:00:00+00,Great Bend Road (FT),3.61242811,Bushfire,2009/01/17 00:00:00+00,20082009,Deliberate,Arson,,,36124.2810922,763.014147092
155113,2009/01/28 00:00:00+00,2009/01/28 00:00:00+00,Florentine Road - Vehicle Fire (FT),1.01325392,Bushfire,2009/01/28 00:00:00+00,20082009,Accidental,Accident,,,10132.5392114,357.486699662
154792,2009/01/21 00:00:00+00,2009/01/21 00:00:00+00,Broad River (FT),6.21431109,Bushfire,2009/01/31 00:00:00+00,20082009,Accidental,Accident,,,62143.1109137,1004.92628301
142353,2008/01/13 00:00:00+00,2008/01/22 00:00:00+00,Saltwood Road,407.63430054,Bushfire,2008/01/13 00:00:00+00,20072008,Undetermined,Unknown,,,4076343.00538,9272.06113084
142375,2008/01/14 00:00:00+00,2008/01/17 00:00:00+00,Bullocks Head Road,16.92739974,Bushfire,2008/01/14 00:00:00+00,20072008,Undetermined,Unknown,,,169273.997393,1685.84608049
143833,2008/02/18 00:00:00+00,2008/03/06 00:00:00+00,Bridport Road,34.19807023,Bushfire,2008/02/18 00:00:00+00,20072008,Undetermined,Unknown,,,341980.702281,2345.54016782
118464,2006/01/12 00:00:00+00,2006/01/20 00:00:00+00,Mudstone Rd (FT),16.08238038,Bushfire,2006/01/12 00:00:00+00,20052006,Deliberate,Arson,,,160823.803798,2454.54506994
118682,2006/01/17 00:00:00+00,2006/01/20 00:00:00+00,Back Creek Road (FT),3.91031363,Bushfire,2006/01/17 00:00:00+00,20052006,Undetermined,Undetermined cause,,,39103.1363376,955.941699888
505,2003/03/26 00:00:00+00,2003/04/12 00:00:00+00,Long Ridge (FT),4.63890843,Bushfire,2003/03/26 00:00:00+00,20022003,Accidental,Escape,,,46389.0843204,1011.47273103
507,2003/04/05 00:00:00+00,2003/04/14 00:00:00+00,Saxon's Creek (FT),4.9243909,Bushfire,2003/04/05 00:00:00+00,20022003,Accidental,Escape,,,49243.9089935,936.844899396
506,2003/04/06 00:00:00+00,2003/04/13 00:00:00+00,Meander (FT),6.54972585,Bushfire,2003/04/06 00:00:00+00,20022003,Accidental,Escape,,,65497.2585174,944.106292949
616,2003/04/24 00:00:00+00,2003/04/27 00:00:00+00,Speedwell Road (FT),83.40183617,Bushfire,2003/04/24 00:00:00+00,20022003,Accidental,Escape,,,834018.361691,4848.17202257
508,2003/05/06 00:00:00+00,2003/05/06 00:00:00+00,Dogs Head (FT),33.85751853,Bushfire,2003/05/06 00:00:00+00,20022003,Deliberate,Arson,,,338575.185264,2696.30381466
163933,2009/11/08 00:00:00+00,2009/12/31 00:00:00+00,Camden 3-1 Foleys Rd (FT),4.46639318,Bushfire,2009/11/08 00:00:00+00,20092010,Deliberate,Arson,,,44663.9318335,1193.93473347
167290,2010/01/29 00:00:00+00,2010/02/16 00:00:00+00,Harcus River Road,2575.76237592,Bushfire,2010/01/29 00:00:00+00,20092010,Undetermined,Unknown,,,25757623.7592,26797.2494933
125380,2006/08/28 00:00:00+00,2006/09/04 00:00:00+00,Pot Boil Rd Lady Barron,363.80786766,Bushfire,2006/08/28 00:00:00+00,20062007,Deliberate,Arson,,,3638078.67664,10264.0394693
125420,2006/08/30 00:00:00+00,2006/08/31 00:00:00+00,Peter Murrell,0.46872751,Bushfire,2006/08/29 00:00:00+00,20062007,Deliberate,Arson,,,4687.27507595,279.00902147
125497,2006/08/31 00:00:00+00,2006/09/04 00:00:00+00,Scamander,0.25298012,Bushfire,2006/08/31 00:00:00+00,20062007,Deliberate,Arson,,,2529.80118403,225.27951031
95632,2003/10/26 00:00:00+00,2003/10/27 00:00:00+00,Mt Stronach (FT),1038.48295549,Bushfire,2003/10/26 00:00:00+00,20032004,Accidental,Escape,,,10384829.5549,18472.6999835
95689,2003/10/28 00:00:00+00,2003/10/28 00:00:00+00,LI164A North Blue (FT),11.85500432,Bushfire,2003/10/28 00:00:00+00,20032004,Accidental,Escape,,,118550.043196,1497.71867823
95736,2003/10/30 00:00:00+00,2003/11/01 00:00:00+00,Prossers Fores (FT),3.12564194,Bushfire,2003/10/30 00:00:00+00,20032004,Undetermined,Undetermined cause,,,31256.4194289,627.51885481
95735,2003/10/30 00:00:00+00,2003/11/12 00:00:00+00,Burrows Rd (FT),203.75368375,Bushfire,2003/11/02 00:00:00+00,20032004,Undetermined,Undetermined cause,,,2037536.83751,10107.9274698
144861,2008/03/17 00:00:00+00,2008/03/26 00:00:00+00,Alma Tiers,66.59877367,Bushfire,2008/03/17 00:00:00+00,20072008,Undetermined,Unknown,,,665987.736714,4647.6838465
151043,2008/10/10 00:00:00+00,2008/11/04 00:00:00+00,Auburn Road,872.51245792,Bushfire,2008/10/10 00:00:00+00,20082009,Undetermined,Unknown,,,8725124.57918,17746.6683546
401,2002/11/07 00:00:00+00,2002/11/18 00:00:00+00,Police Point (FT),172.40309704,Bushfire,2002/11/07 00:00:00+00,20022003,Accidental,Escape,,,1724030.97041,7218.16113
130987,2007/01/28 00:00:00+00,2007/02/13 00:00:00+00,Shale Road (FT),152.40446599,Bushfire,2007/01/28 00:00:00+00,20062007,Deliberate,Arson,,,1524044.6599,6611.07722647
163347,2009/10/23 00:00:00+00,2009/11/01 00:00:00+00,Andrew St Strahan,82.50289087,Bushfire,2009/10/23 00:00:00+00,20092010,Accidental,Escape,,Boundary map as at 23/10/09,825028.908717,5806.63848759
163349,2009/10/23 00:00:00+00,2009/10/28 00:00:00+00,Lake Burbury #1,86.99812692,Bushfire,2009/10/23 00:00:00+00,20092010,Deliberate,Arson,,Suspected ARS,869981.269208,4669.62337725
163636,2009/10/31 00:00:00+00,2009/10/31 00:00:00+00,Fisheries Coles Bay,0.00392574,Bushfire,2009/10/31 00:00:00+00,20092010,Accidental,Escape,,Esc private fuel reduction burn,39.257384895,24.4046967932
164386,2009/11/20 00:00:00+00,2009/11/22 00:00:00+00,Dolphin Sands,64.57369582,Bushfire,2009/11/20 00:00:00+00,20092010,Accidental,Accident,,Accidental escape from fire pit,645736.958201,6629.74013403
667445,2007/04/11 00:00:00+00,2007/04/23 00:00:00+00,Eldorado Ridge (FT),22.74983941,Bushfire,2007/04/11 00:00:00+00,20062007,Deliberate,Arson,,,227498.394093,3718.3947033
133642,2007/04/16 00:00:00+00,2007/04/23 00:00:00+00,Curries River Dam (FT),19.38222213,Bushfire,2007/04/16 00:00:00+00,20062007,Deliberate,Arson,,,193822.221279,1778.96988975
133745,2007/04/20 00:00:00+00,2007/04/26 00:00:00+00,Roses Tier (FT),49.71197039,Bushfire,2007/04/20 00:00:00+00,20062007,Undetermined,Undetermined cause,,,497119.703867,3005.87365041
133878,2007/04/24 00:00:00+00,2007/04/25 00:00:00+00,Duncraggen (TFS),15.79949492,Bushfire,2007/04/23 00:00:00+00,20062007,Accidental,Escape,,,157994.949174,2192.92998075
133993,2007/04/28 00:00:00+00,2007/04/30 00:00:00+00,Curries River Dam (TFS),1.85735846,Bushfire,2007/04/28 00:00:00+00,20062007,Deliberate,Arson,,,18573.5845795,696.437456406
126435,2006/10/02 00:00:00+00,2006/10/05 00:00:00+00,Tyne Track (FT),52.92200069,Bushfire,2006/10/02 00:00:00+00,20062007,Deliberate,Arson,,,529220.006864,3559.98176675
1600,2002/09/15 00:00:00+00,2002/09/18 00:00:00+00,Hardys Hill (FT),18.17389549,Bushfire,2002/09/15 00:00:00+00,20022003,Undetermined,Unknown,,,181738.954909,2850.67133646
4,2002/10/20 00:00:00+00,2002/10/20 00:00:00+00,North Lefroy (FT),1.96533744,Bushfire,2002/10/20 00:00:00+00,20022003,Deliberate,Arson,,,19653.3744098,964.793678134
8,2002/10/31 00:00:00+00,2003/06/11 00:00:00+00,Shanty's Road (FT),0.99501049,Bushfire,2002/10/31 00:00:00+00,20022003,Accidental,Escape,,,9950.10494492,354.055212128
9,2002/11/01 00:00:00+00,2003/06/11 00:00:00+00,Mt Foster 028 (FT),63.09936979,Bushfire,2002/11/01 00:00:00+00,20022003,Accidental,Escape,,,630993.697932,4715.27464673
115520,2005/09/27 00:00:00+00,2005/09/30 00:00:00+00,Holmes Hill (FT),458.1756908,Bushfire,2005/09/28 00:00:00+00,20052006,Accidental,Escape,,,4581756.90802,10993.7781113
116223,2005/10/19 00:00:00+00,2005/10/22 00:00:00+00,Piccaninny (FT),4.48154371,Bushfire,2005/10/19 00:00:00+00,20052006,Accidental,Escape,,,44815.4371243,1363.12581281
131564,2007/02/16 00:00:00+00,2007/03/20 00:00:00+00,Beulah Rd (FT),54.44819698,Bushfire,2007/02/16 00:00:00+00,20062007,Natural,Lightning,,,544481.969757,4547.93169365
131623,2007/02/17 00:00:00+00,2007/02/25 00:00:00+00,Father of Marshes (FT),3.21489991,Bushfire,2007/02/17 00:00:00+00,20062007,Natural,Lightning,,,32148.9991077,817.611851469
131613,2007/02/17 00:00:00+00,2007/02/22 00:00:00+00,Cassons Road (FT),9.18096156,Bushfire,2007/02/17 00:00:00+00,20062007,Undetermined,Undetermined cause,,,91809.6156363,1155.00687024
189363,2011/12/17 00:00:00+00,2011/12/22 00:00:00+00,Highland Lakes Road (FT),38.25452086,Bushfire,2011/12/17 00:00:00+00,20112012,Deliberate,Arson,,,382545.208576,4218.68445094
165696,2009/12/27 00:00:00+00,2009/12/27 00:00:00+00,Arthur River,0.20288815,Bushfire,2009/12/26 00:00:00+00,20092010,Deliberate,Arson,,,2028.88148328,206.040181553
417,1998/03/12 00:00:00+00,1998/05/20 00:00:00+00,SO016F (FT),6.11256741,Bushfire,1998/03/12 00:00:00+00,19971998,Accidental,Escape,,,61125.6740591,1773.69104885
317,1998/03/13 00:00:00+00,1998/04/28 00:00:00+00,Tooms (FT),187.46610078,Bushfire,1998/03/13 00:00:00+00,19971998,Accidental,Escape,,,1874661.00775,6170.05646339
190656,2012/01/18 00:00:00+00,2012/01/20 00:00:00+00,Beechford Rd (TFS),1.65229335,Bushfire,2012/01/18 00:00:00+00,20112012,Deliberate,Arson,,,16522.9334853,605.043253873
190847,2012/01/23 00:00:00+00,2012/02/01 00:00:00+00,Birralee Road (FT),2.16266141,Bushfire,2012/01/23 00:00:00+00,20112012,Deliberate,Arson,,,21626.6141472,587.811396814
142342,2008/01/13 00:00:00+00,2008/01/21 00:00:00+00,Ericksons Road (FT),1116.76636987,Bushfire,2008/01/13 00:00:00+00,20072008,Deliberate,Arson,,,11167663.6987,16827.931971
142501,2008/01/16 00:00:00+00,2008/02/06 00:00:00+00,Bellingham Road (FT),2595.74813962,Bushfire,2008/01/16 00:00:00+00,20072008,Deliberate,Arson,,,25957481.3962,23650.056148
142904,2008/01/25 00:00:00+00,2008/01/25 00:00:00+00,Tunbridge Tier Road (FT),9.49762837,Bushfire,2008/01/25 00:00:00+00,20072008,Accidental,Escape,,,94976.2836508,1296.81999001
142996,2008/01/27 00:00:00+00,2008/02/06 00:00:00+00,Lefroy Rd (FT),1.32478635,Bushfire,2008/01/27 00:00:00+00,20072008,Deliberate,Arson,,,13247.8635171,489.287692673
142060,2008/02/18 00:00:00+00,2008/03/03 00:00:00+00,Bracken Ridge Spur 4 (FT),44.54558936,Bushfire,2008/02/18 00:00:00+00,20072008,Undetermined,Other,,,445455.893618,3258.11596368
432390,2008/02/27 00:00:00+00,2008/03/06 00:00:00+00,Red Road (FT),136.08290218,Bushfire,2008/02/27 00:00:00+00,20072008,Deliberate,Arson,,,1360829.02179,6399.15025759
188293,2011/11/16 00:00:00+00,2011/11/18 00:00:00+00,Maslins Road (FT),66.42196092,Bushfire,2011/11/16 00:00:00+00,20112012,Accidental,Escape,,,664219.609161,4062.51770588
188563,2011/11/24 00:00:00+00,2011/11/26 00:00:00+00,Douglas Rd Fire (FT),1.17990832,Bushfire,2011/11/24 00:00:00+00,20112012,Deliberate,Arson,,,11799.0831746,504.459129177
200269,2012/11/30 00:00:00+00,2012/12/17 00:00:00+00,Bermuda Road,146.74640255,Bushfire,2012/11/30 00:00:00+00,20122013,Undetermined,Unknown,,,1467464.02554,5704.55472836
197843,2012/09/12 00:00:00+00,2012/09/16 00:00:00+00,Friendly Beaches Rd,4.32800312,Bushfire,2012/09/12 00:00:00+00,20122013,Deliberate,Arson,,,43280.0311669,1187.96594978
204076,2013/03/04 00:00:00+00,2013/03/08 00:00:00+00,Hawley Beach,1.00114083,Bushfire,2013/03/02 00:00:00+00,20122013,Deliberate,Arson,,,10011.4083279,711.468038284
139212,2007/10/23 00:00:00+00,2007/10/26 00:00:00+00,Industry Road (FT),31.24292642,Bushfire,2007/10/23 00:00:00+00,20072008,Accidental,Escape,,,312429.264249,2854.4578182
139240,2007/10/24 00:00:00+00,2007/10/27 00:00:00+00,GL104C (FT),149.74712988,Bushfire,2007/10/24 00:00:00+00,20072008,Undetermined,Undetermined cause,,,1497471.29884,5021.56645076
139319,2007/10/25 00:00:00+00,2007/10/30 00:00:00+00,Burns Rd (FT),3.46713765,Bushfire,2007/10/25 00:00:00+00,20072008,Undetermined,Undetermined cause,,,34671.3765287,792.728175882
140064,2007/11/17 00:00:00+00,2007/11/24 00:00:00+00,Schulhofs Road (FT),19.0409385,Bushfire,2007/11/17 00:00:00+00,20072008,Accidental,Wildfire spotting,,,190409.384965,1796.98218827
201744,2013/01/04 00:00:00+00,2013/01/22 00:00:00+00,Buckland,647.15813477,Bushfire,2013/01/08 00:00:00+00,20122013,Undetermined,Unknown,,,6471581.34766,18448.9597014
204141,2013/03/06 00:00:00+00,2013/04/19 00:00:00+00,"Downhams Rd, Risdon Vale",489.05066554,Bushfire,2013/03/18 00:00:00+00,20122013,Undetermined,Unknown,,,4890506.65539,13515.1043226
163990,2009/11/09 00:00:00+00,2009/11/17 00:00:00+00,Victoria Valley Road (FT),439.94372073,Bushfire,2009/11/09 00:00:00+00,20092010,Accidental,Escape,,,4399437.20733,11114.1237933
164203,2009/11/15 00:00:00+00,2009/11/26 00:00:00+00,Speedwell Road (FT),6.8609407,Bushfire,2009/11/15 00:00:00+00,20092010,Accidental,Planned burn re-ignition,,,68609.4070169,1550.31428828
201836,2013/01/05 00:00:00+00,2013/01/11 00:00:00+00,Forest Hill Rd (Clear Lagoon),0.99204538,Bushfire,2013/01/03 00:00:00+00,20122013,Deliberate,Arson,,,9920.45377259,789.615777586
203045,2013/02/06 00:00:00+00,2013/03/20 00:00:00+00,Valley Road Fingal,2039.03224126,Bushfire,2013/02/06 00:00:00+00,20122013,Deliberate,Arson,,,20390322.4126,36345.9858727
200212,2012/11/29 00:00:00+00,2012/12/09 00:00:00+00,Granville Harbour Rd,1639.36992018,Bushfire,2012/11/29 00:00:00+00,20122013,Accidental,Accident,,,16393699.2018,19018.0808123
188961,2011/12/06 00:00:00+00,2011/12/09 00:00:00+00,Arthur River Road,14.18259196,Bushfire,2011/12/06 00:00:00+00,20112012,Undetermined,Unknown,,,141825.919649,1664.55114855
188998,2011/12/07 00:00:00+00,2011/12/07 00:00:00+00,Bridgenorth Road,0.54352595,Bushfire,2011/12/07 00:00:00+00,20112012,Undetermined,Unknown,,,5435.25954185,371.174076437
189003,2011/12/07 00:00:00+00,2011/12/08 00:00:00+00,Birralee Road,8.76395954,Bushfire,2011/12/07 00:00:00+00,20112012,Undetermined,Unknown,,,87639.5953826,1465.80052285
140100,2007/11/18 00:00:00+00,2007/11/26 00:00:00+00,Ringwood (FT),83.51144105,Bushfire,2007/11/18 00:00:00+00,20072008,Undetermined,Undetermined cause,,,835114.41052,4468.58195017
155358,2009/02/01 00:00:00+00,2009/02/01 00:00:00+00,Three O'Clock Hill (FT),4.08488356,Bushfire,2009/02/01 00:00:00+00,20082009,Natural,Lightning,,,40848.8355738,946.819409777
155924,2009/02/15 00:00:00+00,2009/02/18 00:00:00+00,Big Hill Road (TFS),30.60073267,Bushfire,2009/02/15 00:00:00+00,20082009,Deliberate,Arson,,,306007.326673,2589.9625867
156808,2009/03/13 00:00:00+00,2009/03/15 00:00:00+00,Five Road (FT),13.10108763,Bushfire,2009/03/12 00:00:00+00,20082009,Natural,Lightning,,,131010.876325,1899.08675758
160343,2009/08/10 00:00:00+00,2009/08/10 00:00:00+00,Brown Mountain (FT),1.0143315,Bushfire,2009/04/14 00:00:00+00,20082009,Undetermined,Undetermined cause,,,10143.3149944,361.751827748
181860,2009/08/31 00:00:00+00,2009/08/31 00:00:00+00,Machine Fire (FT),1.03113743,Bushfire,2009/08/31 00:00:00+00,20092010,Accidental,Accident,,,10311.3743125,360.627654706
856,1982/02/14 00:00:00+00,1982/03/03 00:00:00+00,Tungatinah 1 (FT),7609.81896201,Bushfire,1982/02/14 00:00:00+00,19811982,Deliberate,Arson,,,76098189.6201,77260.7109196
216,1982/02/14 00:00:00+00,1982/02/17 00:00:00+00,Oneoclockhill 1 (FT),130.18520164,Bushfire,1982/02/14 00:00:00+00,19811982,Undetermined,Unknown,,,1301852.01642,4350.37841772
430,1982/02/15 00:00:00+00,1982/02/16 00:00:00+00,Dromedary 2 (FT),10888.14968844,Bushfire,1982/02/15 00:00:00+00,19811982,Undetermined,Unknown,,,108881496.884,85060.68734
303,1982/02/28 00:00:00+00,1982/03/04 00:00:00+00,Lake Leake2 (FT),30.65082897,Bushfire,1982/02/28 00:00:00+00,19811982,Undetermined,Unknown,,,306508.289667,2264.92083732
821690,2009/11/19 00:00:00+00,2009/11/30 00:00:00+00,Costains Rd (TFS),21.85127531,Bushfire,2009/11/19 00:00:00+00,20092010,Accidental,Planned burn re-ignition,,,218512.753118,4216.29947225
96427,2003/11/17 00:00:00+00,2004/01/30 00:00:00+00,Holder 11 (FT),8938.76282794,Bushfire,2003/11/17 00:00:00+00,20032004,Natural,Lightning,,,89387628.2794,76493.4173322
118285,2006/01/06 00:00:00+00,2006/01/07 00:00:00+00,Sisters Creek,19.13808624,Bushfire,2006/01/06 00:00:00+00,20052006,Accidental,Escape,,"Escape from Private landholder burn off. No PWS response, extinguished",191380.862448,2283.99391509
189214,2011/12/13 00:00:00+00,2011/12/17 00:00:00+00,Old Aerodrome Road,6.93094632,Bushfire,2011/12/15 00:00:00+00,20112012,Undetermined,Unknown,,,69309.4632242,1117.3388899
189549,2011/12/21 00:00:00+00,2011/12/21 00:00:00+00,Beechford Road,1.63666812,Bushfire,2011/12/21 00:00:00+00,20112012,Undetermined,Unknown,,,16366.681247,555.640099763
201702,2013/01/03 00:00:00+00,2013/02/01 00:00:00+00,Stormlea,290.72036681,Bushfire,2013/01/04 00:00:00+00,20122013,Accidental,Accident,,digitised from 25m orthoimagery,2907203.66814,19153.909069
201635,2013/01/03 00:00:00+00,2013/03/20 00:00:00+00,Lake Repulse,10238.41333678,Bushfire,2013/01/03 00:00:00+00,20122013,Accidental,Accident,,digitised from 25m orthoimagery,102384133.368,184434.686932
201651,2013/01/03 00:00:00+00,2013/03/20 00:00:00+00,Inala Road - Forcett (TFS),23362.25755497,Bushfire,2013/01/03 00:00:00+00,20122013,Accidental,Accident,,digitised from 25m orthoimagery,233622575.55,489178.725586
217,1982/03/21 00:00:00+00,1982/03/25 00:00:00+00,Woodsdale 1 (FT),441.86111887,Bushfire,1982/03/21 00:00:00+00,19811982,Accidental,Escape,,,4418611.18871,10972.8640955
218,1982/03/22 00:00:00+00,1982/03/22 00:00:00+00,Army 1 (FT),235.40959318,Bushfire,1982/03/22 00:00:00+00,19811982,Accidental,Escape,,,2354095.93184,6830.36817204
219,1982/03/22 00:00:00+00,1982/03/22 00:00:00+00,Wedge 1 (FT),15.58041249,Bushfire,1982/03/22 00:00:00+00,19811982,Accidental,Escape,,,155804.124872,1965.48586893
220,1982/03/22 00:00:00+00,1982/03/22 00:00:00+00,Wedge 2 (FT),17.73488055,Bushfire,1982/03/22 00:00:00+00,19811982,Accidental,Escape,,,177348.805502,1717.84498743
151464,2008/10/19 00:00:00+00,2008/11/20 00:00:00+00,Irby Boulevard,40.23504496,Bushfire,2008/10/19 00:00:00+00,20082009,Accidental,Escape,,Esc from backyard burnoff in adjoining private property,402350.449638,2948.73283495
151776,2008/10/26 00:00:00+00,2008/10/26 00:00:00+00,Meredith St Strahan,0.13738615,Bushfire,2008/10/26 00:00:00+00,20082009,Deliberate,Arson,,,1373.86153288,158.997272938
151867,2008/10/27 00:00:00+00,2008/11/14 00:00:00+00,Pritchards Lane Dysart,32.30699036,Bushfire,2008/10/27 00:00:00+00,20082009,Natural,Lightning,,Also Known as Barren Rock,323069.903584,2690.96568791
152145,2008/11/03 00:00:00+00,2008/11/10 00:00:00+00,Ocean Beach Rd,32.41211897,Bushfire,2008/11/03 00:00:00+00,20082009,Deliberate,Arson,,,324121.189664,3310.09980896
96776,2003/11/27 00:00:00+00,2003/12/13 00:00:00+00,Little Lake,1191.79232204,Bushfire,2003/11/27 00:00:00+00,20032004,Undetermined,Unknown,,,11917923.2204,17599.4908666
126758,2006/10/11 00:00:00+00,2006/10/25 00:00:00+00,"Proctors Road, Mt Nelson",74.93907879,Bushfire,2006/10/11 00:00:00+00,20062007,Undetermined,Unknown,,,749390.787919,3890.7968456
128950,2006/12/09 00:00:00+00,2006/12/23 00:00:00+00,Brittains Road,160.75323679,Bushfire,2006/12/09 00:00:00+00,20062007,Undetermined,Unknown,,,1607532.36788,8604.04399472
142222,2008/01/11 00:00:00+00,2008/01/27 00:00:00+00,Tara Drive,242.75637623,Bushfire,2008/01/11 00:00:00+00,20072008,Undetermined,Unknown,,,2427563.76227,6962.36966619
156011,2009/02/18 00:00:00+00,2009/02/28 00:00:00+00,Duck Creek Road,23.57381412,Bushfire,2009/02/18 00:00:00+00,20082009,Undetermined,Unknown,,,235738.141236,1924.65636636
191664,2012/02/13 00:00:00+00,2012/03/14 00:00:00+00,Halls Road (FT),43.28532657,Bushfire,2012/02/13 00:00:00+00,20112012,Undetermined,Undetermined cause,,,432853.265697,3157.70736777
167413,2010/01/31 00:00:00+00,2010/02/16 00:00:00+00,Edith Creek,10.36629422,Bushfire,2010/01/31 00:00:00+00,20092010,Undetermined,Unknown,,,103662.942241,1527.20406259
167477,2010/02/01 00:00:00+00,2010/02/02 00:00:00+00,North Street George Towm,8.83978334,Bushfire,2010/02/01 00:00:00+00,20092010,Undetermined,Unknown,,,88397.8333958,1209.9568787
176114,2010/10/23 00:00:00+00,2010/10/27 00:00:00+00,Knights Creek,16.29283861,Bushfire,2010/10/23 00:00:00+00,20102011,Undetermined,Unknown,,,162928.386061,2028.89437786
178083,2010/12/21 00:00:00+00,2010/12/24 00:00:00+00,Long Hill,10.86413098,Bushfire,2010/12/21 00:00:00+00,20102011,Undetermined,Unknown,,,108641.309834,2566.58932084
116902,2005/11/21 00:00:00+00,2005/12/01 00:00:00+00,Pepper Hill (FT),90.93397716,Bushfire,2005/11/21 00:00:00+00,20052006,Accidental,Escape,,,909339.771614,6983.24861807
356734,2010/12/30 00:00:00+00,2011/01/02 00:00:00+00,Coronation Road (FT),17.50210803,Bushfire,2010/12/30 00:00:00+00,20102011,Accidental,Escape,,,175021.080286,2593.63411346
178476,2011/01/01 00:00:00+00,2011/01/14 00:00:00+00,Beechford Rd (FT),15.9344404,Bushfire,2011/01/01 00:00:00+00,20102011,Deliberate,Arson,,,159344.403978,1843.14714525
181331,2011/03/19 00:00:00+00,2011/03/20 00:00:00+00,Big Hill Road (FT),2.63991298,Bushfire,2011/03/19 00:00:00+00,20102011,Undetermined,Undetermined cause,,,26399.1297626,816.450446295
181416,2011/03/21 00:00:00+00,2011/03/21 00:00:00+00,Muskvale Road (FT),4.98629852,Bushfire,2011/03/21 00:00:00+00,20102011,Undetermined,Undetermined cause,,,49862.9852294,1091.97497655
181457,2011/03/21 00:00:00+00,2011/03/22 00:00:00+00,Duggans lease (FT),1.02777806,Bushfire,2011/03/21 00:00:00+00,20102011,Deliberate,Arson,,,10277.7806298,441.016845347
403,1992/11/18 00:00:00+00,1992/11/19 00:00:00+00,Frog Flat,149.96308105,Bushfire,1992/11/18 00:00:00+00,19921993,Deliberate,Arson,,,1499630.8105,5351.02070644
154864,2009/01/22 00:00:00+00,2009/02/05 00:00:00+00,Midland Hwy Epping Forest,693.37758415,Bushfire,2009/01/22 00:00:00+00,20082009,Undetermined,Unknown,,,6933775.84148,20655.2251739
155099,2009/01/28 00:00:00+00,2009/01/28 00:00:00+00,Waverley,2.14040606,Bushfire,2009/01/28 00:00:00+00,20082009,Undetermined,Unknown,,,21404.0605761,610.112423862
155108,2009/01/28 00:00:00+00,2009/01/31 00:00:00+00,Waverley,1.19883078,Bushfire,2009/01/28 00:00:00+00,20082009,Undetermined,Unknown,,,11988.3077546,540.269932813
152974,2008/12/01 00:00:00+00,2008/12/01 00:00:00+00,Moorlands Beach,0.13024636,Bushfire,2008/12/01 00:00:00+00,20082009,Undetermined,Undetermined cause,,,1302.46361655,137.456978477
187905,2011/11/05 00:00:00+00,2011/11/06 00:00:00+00,Palana Rd Emita,20.61453316,Bushfire,2011/11/05 00:00:00+00,20112012,Deliberate,Arson,,,206145.331626,2428.62868862
188967,2011/12/06 00:00:00+00,2011/12/06 00:00:00+00,Bentley St Bridport,0.01647501,Bushfire,2011/12/06 00:00:00+00,20112012,Deliberate,Arson,,,164.7500547,50.2850273617
192407,2012/03/03 00:00:00+00,2012/03/05 00:00:00+00,Browns Creek Road (FT),1.97599339,Bushfire,2012/03/03 00:00:00+00,20112012,Deliberate,Arson,,,19759.9339339,675.553183389
192992,2012/03/20 00:00:00+00,2012/03/21 00:00:00+00,Eaglehawk Road (FT),1.70807077,Bushfire,2012/03/20 00:00:00+00,20112012,Deliberate,Arson,,,17080.7077445,686.814868291
197941,2012/09/15 00:00:00+00,2012/09/19 00:00:00+00,Homestead road,62.11947065,Bushfire,2012/09/15 00:00:00+00,20122013,Deliberate,Arson,,"Illegal ignition, not from campfires",621194.706539,4006.03135254
197954,2012/09/16 00:00:00+00,2012/09/19 00:00:00+00,Halfway Rd,6.12818284,Bushfire,2012/09/16 00:00:00+00,20122013,Accidental,Escape,,escape from burning off by private land owner,61281.8284266,1880.14670789
117143,2005/11/27 00:00:00+00,2005/11/28 00:00:00+00,Curries River Dam (FT),31.69460828,Bushfire,2005/11/27 00:00:00+00,20052006,Undetermined,Undetermined cause,,,316946.082844,4007.71068791
468976,2005/11/29 00:00:00+00,2005/11/29 00:00:00+00,JV103B (FT),135.71381746,Bushfire,2005/11/29 00:00:00+00,20052006,Accidental,Escape,,,1357138.17462,11118.2647533
